rank,model,date,game_id,match,home_score,away_score,pick,odds,units,bet_result,bet_payout
4,claude,2025-11-22,264961,Niagara vs Howard,70,80,Howard -4.5,-114,2,win,1.7543859649122806
6,claude,2025-11-22,267357,Nevada vs UCSB,77,64,Nevada -5.5,-105,2,win,1.9047619047619049
7,claude,2025-11-22,267601,Lipscomb vs W. Carolina,83,62,Lipscomb -5.0,-111,2,win,1.8018018018018016
8,claude,2025-11-22,264972,Missouri St vs UT Grande Valley,74,67,Missouri St -1.5,-110,1,win,0.9090909090909092
9,claude,2025-11-22,282320,Oregon St vs Iona,84,91,Iona +3.5,-105,1,win,0.9523809523809524
10,claude,2025-11-22,264969,Wichita State vs Milwaukee,75,58,Wichita State -10.5,-110,1,win,0.9090909090909092
11,claude,2025-11-22,264970,Indiana St vs Ball State,70,52,Ball State +7.5,-110,1,loss,-1.0
1,gemini,2025-11-22,264969,Wichita State vs Milwaukee,75,58,Milwaukee +10.5,-110,3,loss,-3.0
4,gemini,2025-11-22,266469,CS Bakersfield vs MS Valley St,86,70,MS Valley St +23.5,-110,2,win,1.818181818181818
5,gemini,2025-11-22,282305,UIC vs Southern Indiana,84,73,Southern Indiana +11.5,-115,2,win,1.7391304347826086
6,gemini,2025-11-22,272008,Chattanooga vs North Alabama,71,57,North Alabama +10.5,-115,2,loss,-2.0
7,gemini,2025-11-22,264980,St. Thomas vs CS Fullerton,80,88,CS Fullerton +11.5,-110,1,win,0.9090909090909092
10,gemini,2025-11-22,264975,Minnesota vs San Francisco,65,77,Minnesota +1.5,-118,1,loss,-1.0
9,gemini,2025-11-22,264981,Portland vs N. Colorado,80,86,Portland +3.5,-110,1,loss,-1.0
1,perplexity,2025-11-24,266478,Rhode Island vs Towson,55,62,Rhode Island -2.5,-110,3,loss,-3.0
2,perplexity,2025-11-24,278417,Troy vs Toledo,68,75,Troy -2.5,-105,2,loss,-2.0
7,claude,2025-11-24,264994,Bowling Green vs Bucknell,71,66,Bowling Green -7.5,-105,2,loss,-2.0
7,gemini,2025-11-24,264994,Bowling Green vs Bucknell,71,66,Bucknell +7.5,-115,1,win,0.8695652173913043
3,perplexity,2025-11-24,282338,Oregon St vs UMASS,65,73,Oregon St -2.5,-110,2,loss,-2.0
4,perplexity,2025-11-24,266482,Tennessee vs Rutgers,85,60,Tennessee -15.5,-108,2,win,1.851851851851852
5,perplexity,2025-11-24,266483,Vermont vs Liberty,73,79,Liberty -8.5,-115,2,loss,-2.0
6,perplexity,2025-11-24,266484,Baylor vs Creighton,81,74,Baylor -3.5,-110,1,win,0.9090909090909092
3,claude,2025-11-24,266484,Baylor vs Creighton,81,74,Baylor -3.5,-110,3,win,2.727272727272727
10,claude,2025-11-24,282338,Oregon St vs UMASS,65,73,Oregon St -2.5,-110,1,loss,-1.0
2,gemini,2025-11-24,266482,Tennessee vs Rutgers,85,60,Rutgers +15.5,-112,3,loss,-3.0
7,perplexity,2025-11-24,266486,NC State vs Seton Hall,74,85,NC State -9.5,-115,1,loss,-1.0
1,claude,2025-11-24,266488,Notre Dame vs Kansas,61,71,Notre Dame +4.5,-105,3,loss,-3.0
3,gemini,2025-11-24,266486,NC State vs Seton Hall,74,85,Seton Hall +9.5,-105,3,win,2.8571428571428568
10,gemini,2025-11-24,264536,Buffalo vs VMI,78,70,VMI +7.5,-115,1,loss,-1.0
10,perplexity,2025-11-24,266492,George Mason vs Ohio,92,69,George Mason -7.5,-105,1,win,0.9523809523809524
2,claude,2025-11-24,266489,Iowa State vs St. John's,83,82,Iowa State -2.5,-110,3,loss,-3.0
8,claude,2025-11-24,266492,George Mason vs Ohio,92,69,George Mason -7.5,-105,1,win,0.9523809523809524
9,claude,2025-11-24,266490,Boise State vs USC,67,70,Boise State +5.5,-110,1,win,0.9090909090909092
1,gemini,2025-11-24,266493,Syracuse vs Houston,74,78,Syracuse +14.5,-110,3,win,2.727272727272727
4,gemini,2025-11-24,266494,Bradley vs Princeton,88,64,Princeton +7.5,-105,2,loss,-2.0
6,gemini,2025-11-24,266492,George Mason vs Ohio,92,69,Ohio +7.5,-115,2,loss,-2.0
4,claude,2025-11-24,266496,Oregon vs Auburn,73,84,Oregon +3.5,-100,2,loss,-2.0
8,gemini,2025-11-24,266496,Oregon vs Auburn,73,84,Oregon +3.5,-100,1,loss,-1.0
5,claude,2025-11-24,266499,Alabama vs Gonzaga,85,95,Alabama +4.5,-110,2,loss,-2.0
11,claude,2025-11-24,266500,San Diego State vs Michigan,54,94,San Diego State +5.5,-110,1,loss,-1.0
5,gemini,2025-11-24,266499,Alabama vs Gonzaga,85,95,Alabama +4.5,-110,2,loss,-2.0
9,gemini,2025-11-24,266500,San Diego State vs Michigan,54,94,San Diego State +5.5,-110,1,loss,-1.0
9,perplexity,2025-11-25,266502,Maryland vs UNLV,74,67,Maryland -2.5,-105,1,win,0.9523809523809524
6,claude,2025-11-25,266502,Maryland vs UNLV,74,67,Maryland -2.5,-105,2,win,1.9047619047619049
5,perplexity,2025-11-24,266490,Boise State vs USC,67,70,USC -5.5,-111,2,loss,-2.0
6,perplexity,2025-11-25,282638,George Mason vs FAU,74,65,FAU +4.5,-110,1,loss,-1.0
1,claude,2025-11-25,266503,JMU vs Omaha,88,77,JMU -1.5,-115,3,win,2.608695652173913
8,claude,2025-11-25,282638,George Mason vs FAU,74,65,George Mason -4.5,-110,1,win,0.9090909090909092
10,claude,2025-11-25,282603,Princeton vs Temple,75,79,Princeton +7.5,-105,1,win,0.9523809523809524
1,gemini,2025-11-25,266506,Florida St vs CS Bakersfield,89,59,CS Bakersfield +24.5,-105,3,loss,-3.0
2,gemini,2025-11-25,265017,Villanova vs Old Dominion,89,75,Old Dominion +21.5,-108,3,win,2.7777777777777777
3,gemini,2025-11-25,265014,Wake Forest vs Campbell,99,51,Campbell +17.5,-110,3,loss,-3.0
5,gemini,2025-11-25,265007,Penn State vs Boston U,96,87,Boston U +15.5,-115,2,win,1.7391304347826086
8,gemini,2025-11-25,267633,UCF vs Quinnipiac,102,91,Quinnipiac +13.5,-110,1,win,0.9090909090909092
2,perplexity,2025-11-25,266522,UC Irvine vs N. Mexico St,45,57,UC Irvine -2.5,-105,3,loss,-3.0
3,perplexity,2025-11-25,280389,Austin Peay vs N. Illinois,77,59,Austin Peay -6.5,-110,2,win,1.818181818181818
4,perplexity,2025-11-25,275939,North Texas vs E. Washington,79,71,North Texas -12.5,-105,2,loss,-2.0
8,perplexity,2025-11-25,282734,Arizona St vs Washington St,100,94,Arizona St -5.5,-110,1,win,0.9090909090909092
9,perplexity,2025-11-25,266522,UC Irvine vs N. Mexico St,45,57,Under 138.5,-110,1,win,0.9090909090909092
2,claude,2025-11-25,266521,Auburn vs Michigan,72,102,Auburn +5.5,-115,3,loss,-3.0
5,claude,2025-11-25,272010,Cal Poly vs SE Missouri,68,84,Cal Poly +1.5,-111,2,loss,-2.0
6,claude,2025-11-25,266522,UC Irvine vs N. Mexico St,45,57,UC Irvine -2.5,-105,2,loss,-2.0
9,claude,2025-11-25,282734,Arizona St vs Washington St,100,94,Arizona St -5.5,-110,1,win,0.9090909090909092
7,gemini,2025-11-25,265010,Nebraska vs Winthrop,80,73,Winthrop +14.5,-115,2,win,1.7391304347826086
9,gemini,2025-11-25,265012,Indiana vs K State,86,69,K State +10.5,-111,1,loss,-1.0
10,gemini,2025-11-25,275939,North Texas vs E. Washington,79,71,E. Washington +12.5,-115,1,win,0.8695652173913043
1,perplexity,2025-11-25,266524,Iowa vs Ole Miss,74,69,Iowa -4.5,-105,3,win,2.8571428571428568
7,perplexity,2025-11-25,275593,Montana vs Oakland,87,95,Montana -4.5,-105,1,loss,-1.0
3,claude,2025-11-25,266524,Iowa vs Ole Miss,74,69,Iowa -4.5,-105,3,win,2.8571428571428568
7,claude,2025-11-25,275593,Montana vs Oakland,87,95,Montana -4.5,-105,2,loss,-2.0
11,claude,2025-11-25,271310,GA Southern vs UTSA,64,77,GA Southern -3.5,-112,1,loss,-1.0
4,gemini,2025-11-25,266523,Gonzaga vs Maryland,100,61,Maryland +14.5,-110,2,loss,-2.0
10,perplexity,2025-11-25,266525,San Diego State vs Oregon,97,80,Oregon -1.5,-115,1,loss,-1.0
4,claude,2025-11-25,266525,San Diego State vs Oregon,97,80,San Diego State +1.5,-105,2,win,1.9047619047619049
6,gemini,2025-11-26,266527,UNLV vs Alabama,76,115,UNLV +13.5,-110,2,loss,-2.0
3,perplexity,2025-11-25,266506,Florida St vs CS Bakersfield,89,59,Florida St -24.5,-115,2,win,1.7391304347826086
5,perplexity,2025-11-25,275939,North Texas vs E. Washington,79,71,North Texas -12.5,-105,1,loss,-1.0
7,perplexity,2025-11-26,278423,Miami (OH) vs UNC Greensboro,82,71,Miami (OH) -10.5,-115,1,win,0.8695652173913043
6,claude,2025-11-26,282800,San Jose St vs Loyola (IL),63,51,San Jose St -1.5,-102,2,win,1.96078431372549
11,claude,2025-11-26,266531,Robert Morris vs UIC,88,74,Robert Morris +1.5,-110,1,win,0.9090909090909092
2,gemini,2025-11-26,278423,Miami (OH) vs UNC Greensboro,82,71,UNC Greensboro +10.5,-105,3,loss,-3.0
1,perplexity,2025-11-26,266538,Valparaiso vs Southern Indiana,56,64,Valparaiso -9.5,-115,3,loss,-3.0
2,perplexity,2025-11-26,265028,Boston Col vs Harvard,73,60,Boston Col -6.5,-115,2,win,1.7391304347826086
8,perplexity,2025-11-26,266537,N. Mexico St vs Georgia State,77,58,N. Mexico St -12.5,-111,1,win,0.9009009009009008
1,claude,2025-11-26,282813,Houston vs Notre Dame,66,56,Houston -11.5,-120,3,loss,-3.0
5,claude,2025-11-26,266536,S. Florida vs VCU,66,78,S. Florida +1.5,-118,2,loss,-2.0
8,claude,2025-11-26,265034,Jax State vs NDSU,43,56,Jax State +3.5,-108,1,loss,-1.0
3,gemini,2025-11-26,266537,N. Mexico St vs Georgia State,77,58,Georgia State +12.5,-111,3,loss,-3.0
8,gemini,2025-11-26,266538,Valparaiso vs Southern Indiana,56,64,Southern Indiana +9.5,-105,1,win,0.9523809523809524
10,gemini,2025-11-26,265034,Jax State vs NDSU,43,56,Jax State +3.5,-112,1,loss,-1.0
6,perplexity,2025-11-26,266529,Marshall vs Lipscomb,67,90,Marshall -8.5,-112,1,loss,-1.0
9,perplexity,2025-11-26,282801,Tulsa vs N. Iowa,63,60,Tulsa -2.5,-110,1,win,0.9090909090909092
3,claude,2025-11-26,282801,Tulsa vs N. Iowa,63,60,Tulsa +2.5,-110,3,win,2.727272727272727
10,claude,2025-11-26,266539,VA Tech vs Colorado St,66,64,VA Tech -4.5,-108,1,loss,-1.0
2,claude,2025-11-26,282808,Tennessee vs Kansas,76,81,Tennessee -5.5,-110,3,loss,-3.0
6,gemini,2025-11-26,282808,Tennessee vs Kansas,76,81,Kansas +5.5,-110,2,win,1.818181818181818
10,perplexity,2025-11-26,266533,Wyoming vs Denver,101,59,Wyoming -8.5,-105,1,win,0.9523809523809524
7,claude,2025-11-26,282814,Auburn vs St. John's,85,74,Auburn +4.5,-110,2,win,1.818181818181818
1,gemini,2025-11-26,266542,Saint Mary's vs Wichita State,70,65,Wichita State +10.5,-110,3,win,2.727272727272727
4,gemini,2025-11-26,265029,Memphis vs S. Illinois,74,58,S. Illinois +10.5,-110,2,loss,-2.0
5,gemini,2025-11-26,266533,Wyoming vs Denver,101,59,Denver +8.5,-115,2,loss,-2.0
9,gemini,2025-11-26,282814,Auburn vs St. John's,85,74,Auburn +4.5,-110,1,win,0.9090909090909092
4,perplexity,2025-11-26,282819,Iowa vs Grand Canyon,59,46,Iowa -8.5,-115,2,win,1.7391304347826086
4,claude,2025-11-26,282809,Michigan vs Gonzaga,101,61,Michigan +2.0,-110,2,win,1.818181818181818
9,claude,2025-11-26,282810,Texas vs NC State,102,97,Texas +3.5,-110,1,win,0.9090909090909092
7,gemini,2025-11-26,282819,Iowa vs Grand Canyon,59,46,Grand Canyon +8.5,-105,1,loss,-1.0
1,perplexity,2025-11-28,266559,Youngstown St vs Chicago St,87,64,Youngstown St -14.5,-106,3,win,2.830188679245283
2,perplexity,2025-11-28,265058,Virginia vs Queens,94,69,Virginia -25.5,-108,3,loss,-3.0
3,perplexity,2025-11-28,265052,UNC Wilmington vs Navy,87,57,UNC Wilmington -8.5,-110,2,win,1.818181818181818
4,perplexity,2025-11-28,265048,Tulane vs Nicholls St,82,72,Tulane -8.5,-115,2,win,1.7391304347826086
6,perplexity,2025-11-28,276085,Davidson vs NC A&T,90,74,Davidson -13.5,-115,2,win,1.7391304347826086
7,perplexity,2025-11-28,264539,Penn vs Merrimack,77,65,Penn -3.5,-107,1,win,0.9345794392523364
8,perplexity,2025-11-28,266560,Lehigh vs UCSB,70,72,UCSB -10.5,-105,1,loss,-1.0
3,claude,2025-11-28,282840,Colorado vs Washington,81,68,Colorado +2.5,-110,3,win,2.727272727272727
4,claude,2025-11-28,264539,Penn vs Merrimack,77,65,Penn -3.5,-107,2,win,1.8691588785046729
5,claude,2025-11-28,282834,Illinois St vs Furman,72,65,Illinois St -3.5,-105,2,win,1.9047619047619049
6,claude,2025-11-28,282847,Colorado St vs S. Florida,83,68,Colorado St +2.5,-105,2,win,1.9047619047619049
10,claude,2025-11-28,275594,Arkansas St vs NDSU,85,80,Arkansas St -3.0,-110,1,win,0.9090909090909092
1,gemini,2025-11-28,265058,Virginia vs Queens,94,69,Queens +25.5,-112,3,win,2.678571428571429
2,gemini,2025-11-28,282841,Florida vs Providence,90,78,Providence +11.5,-108,3,loss,-3.0
4,gemini,2025-11-28,265052,UNC Wilmington vs Navy,87,57,Navy +8.5,-110,2,loss,-2.0
7,gemini,2025-11-27,282816,Alabama vs Maryland,105,72,Alabama -13.0,-110,1,win,0.9090909090909092
8,gemini,2025-11-28,266559,Youngstown St vs Chicago St,87,64,Chicago St +14.5,-106,1,loss,-1.0
9,gemini,2025-11-28,265053,American U vs Maine,74,61,Maine +7.5,-112,1,loss,-1.0
10,gemini,2025-11-28,282847,Colorado St vs S. Florida,83,68,Colorado St +2.5,-115,1,win,0.8695652173913043
5,perplexity,2025-11-28,265055,Xavier vs Texas A&M-CC,88,67,Xavier -14.5,-115,2,win,1.7391304347826086
9,perplexity,2025-11-28,266554,Florida St vs Texas A&M,59,95,Over 172.5,-108,1,loss,-1.0
1,claude,2025-11-28,266554,Florida St vs Texas A&M,59,95,Florida St -1.5,-105,3,loss,-3.0
2,claude,2025-11-28,282849,Saint Louis vs Stanford,77,78,Saint Louis -2.5,-111,3,loss,-3.0
8,claude,2025-11-28,264540,Idaho State vs CS Northridge,82,50,Idaho State -1.5,-102,1,win,0.9803921568627452
9,claude,2025-11-28,266561,G Tech vs DePaul,61,75,G Tech +1.5,-115,1,loss,-1.0
6,gemini,2025-11-28,265050,Pittsburgh vs Ohio State,67,66,Pittsburgh +4.5,-110,2,win,1.818181818181818
7,claude,2025-11-28,265056,Mississippi St vs SMU,81,87,Mississippi St +1.5,-112,2,loss,-2.0
5,gemini,2025-11-28,265056,Mississippi St vs SMU,81,87,Mississippi St +1.5,-108,2,loss,-2.0
10,perplexity,2025-11-28,282844,Dayton vs BYU,79,83,BYU -9.5,-115,1,loss,-1.0
11,claude,2025-11-28,265057,Idaho vs Sam Houston,68,94,Idaho +1.5,-118,1,loss,-1.0
3,gemini,2025-11-28,282844,Dayton vs BYU,79,83,Dayton +9.5,-105,3,win,2.8571428571428568
1,perplexity,2025-12-01,265101,Villanova vs Temple,74,56,Villanova -12.5,-112,3,win,2.678571428571429
2,perplexity,2025-12-01,266582,Cincinnati vs Tarleton St,76,58,Cincinnati -19.5,-118,3,loss,-3.0
5,perplexity,2025-12-01,265103,Xavier vs St. Francis (PA),96,74,Xavier -28.0,-112,2,loss,-2.0
7,perplexity,2025-12-01,266583,Troy vs Wolves,89,93,Troy -17.5,-110,2,loss,-2.0
1,claude,2025-12-01,276086,Delaware vs Iona,66,89,Delaware +1.5,-105,2,loss,-2.0
5,claude,2025-12-01,266584,Middle Tenn vs UAB,76,61,Middle Tenn +1.5,-110,2,win,1.818181818181818
11,claude,2025-12-01,267366,Jax State vs North Alabama,66,73,Jax State -5.5,-105,1,loss,-1.0
4,gemini,2025-12-01,265101,Villanova vs Temple,74,56,Temple +12.5,-108,2,loss,-2.0
8,gemini,2025-12-01,265103,Xavier vs St. Francis (PA),96,74,St. Francis (PA) +28.0,-107,1,win,0.9345794392523364
3,perplexity,2025-12-01,265100,K State vs Bowling Green,66,82,K State -12.5,-105,2,loss,-2.0
9,gemini,2025-12-01,265100,K State vs Bowling Green,66,82,Bowling Green +12.5,-115,1,win,0.8695652173913043
10,gemini,2025-12-01,263613,Incarnate Word vs McNeese St,71,67,Incarnate Word +10.0,-110,1,win,0.9090909090909092
4,perplexity,2025-12-01,265104,Stanford vs Portland,94,72,Stanford -18.5,-112,2,win,1.7857142857142858
6,perplexity,2025-12-01,265102,Colorado vs Cal Baptist,78,70,Colorado -12.5,-110,2,loss,-2.0
