rank,model,date,game_id,match,home_score,away_score,pick,odds,units,bet_result,bet_payout
8,v2_perp,2025-11-08,261748,Heat vs Trail Blazers,136.0,131.0,Under 241.5,-110,2,loss,-2.0
3,v2,2025-11-09,261753,Knicks vs Nets,134.0,98.0,Knicks -15.5,-110,3,win,2.727272727272727
8,v2,2025-11-09,261752,Bucks vs Rockets,115.0,122.0,Rockets -3.5,-112,1,win,0.8928571428571429
1,v2,2025-11-09,261757,Warriors vs Pacers,114.0,83.0,Warriors -12.5,-110,3,win,2.727272727272727
2,v2,2025-11-09,261753,Knicks vs Nets,134.0,98.0,Knicks -15.5,-110,3,win,2.727272727272727
3,v2,2025-11-09,261755,Magic vs Celtics,107.0,111.0,Celtics +3.5,-110,3,win,2.727272727272727
4,v2,2025-11-09,261754,Grizzlies vs Thunder,100.0,114.0,Thunder -10.5,-115,2,win,1.7391304347826086
5,v2,2025-11-09,261758,Kings vs Timberwolves,117.0,144.0,Timberwolves -5.5,-105,2,win,1.9047619047619049
6,v2,2025-11-09,261752,Bucks vs Rockets,115.0,122.0,Rockets -4.5,-108,2,win,1.851851851851852
7,v2,2025-11-09,261757,Warriors vs Pacers,114.0,83.0,Under 229.5,-115,1,win,0.8695652173913043
1,v2_perp,2025-11-09,261753,Knicks vs Nets,134.0,98.0,Knicks -15.5,-110,2,win,1.818181818181818
4,v2_perp,2025-11-09,261754,Grizzlies vs Thunder,100.0,114.0,Thunder -10.5,-110,2,win,1.818181818181818
2,v2_perp,2025-11-09,261757,Warriors vs Pacers,114.0,83.0,Warriors -12.5,-110,2,win,1.818181818181818
3,v2_perp,2025-11-09,261758,Kings vs Timberwolves,117.0,144.0,Under 235.5,-110,2,loss,-2.0
4,v2_perp,2025-11-09,261756,76ers vs Pistons,108.0,111.0,Under 232.0,-110,2,win,1.818181818181818
5,v2_perp,2025-11-09,261755,Magic vs Celtics,107.0,111.0,Magic -3.5,-110,2,loss,-2.0
6,v2_perp,2025-11-09,261754,Grizzlies vs Thunder,100.0,114.0,Under 232.5,-110,2,win,1.818181818181818
1,v2_perp,2025-11-10,261765,Suns vs Pelicans,121.0,98.0,Suns -8.5,-110,2,win,1.818181818181818
2,v2_perp,2025-11-10,261759,Hornets vs Lakers,111.0,121.0,Lakers -8.5,-110,2,win,1.818181818181818
3,v2_perp,2025-11-10,261766,Jazz vs Timberwolves,113.0,120.0,Timberwolves -7.5,-110,2,loss,-2.0
4,v2_perp,2025-11-10,261767,Clippers vs Hawks,102.0,105.0,Clippers -4.5,-118,2,loss,-2.0
5,v2_perp,2025-11-10,261763,Bulls vs Spurs,117.0,121.0,Under 237.0,-110,2,loss,-2.0
6,v2_perp,2025-11-10,261760,Magic vs Trail Blazers,115.0,112.0,Under 235.5,-105,2,win,1.9047619047619049
7,v2_perp,2025-11-10,261761,Pistons vs Wizards,137.0,135.0,Pistons -11.5,-110,1,loss,-1.0
8,v2_perp,2025-11-10,261762,Heat vs Cavaliers,140.0,138.0,Under 247.5,-110,1,loss,-1.0
1,v2_perp,2025-11-10,261759,Hornets vs Lakers,111.0,121.0,Lakers -8.5,-112,2,win,1.7857142857142858
2,v2_perp,2025-11-10,261762,Heat vs Cavaliers,140.0,138.0,Cavaliers -7.5,-110,2,loss,-2.0
3,v2_perp,2025-11-10,261761,Pistons vs Wizards,137.0,135.0,Pistons -11.5,-110,1,loss,-1.0
1,v2,2025-11-10,261761,Pistons vs Wizards,137.0,135.0,Pistons -11.5,-110,3,loss,-3.0
2,v2,2025-11-10,261766,Jazz vs Timberwolves,113.0,120.0,Timberwolves -7.5,-110,3,loss,-3.0
3,v2,2025-11-10,261765,Suns vs Pelicans,121.0,98.0,Suns -8.5,-110,3,win,2.727272727272727
4,v2,2025-11-10,261762,Heat vs Cavaliers,140.0,138.0,Cavaliers -7.5,-115,2,loss,-2.0
5,v2,2025-11-10,261759,Hornets vs Lakers,111.0,121.0,Lakers -8.5,-110,2,win,1.818181818181818
6,v2,2025-11-10,261763,Bulls vs Spurs,117.0,121.0,Spurs -4.5,-105,2,loss,-2.0
7,v2,2025-11-10,261764,Mavericks vs Bucks,114.0,116.0,Bucks -2.5,-105,2,loss,-2.0
8,v2,2025-11-10,261767,Clippers vs Hawks,102.0,105.0,Clippers -4.5,-118,1,loss,-1.0
8,v2,2025-11-10,261767,Clippers vs Hawks,102.0,105.0,Clippers -5.0,-108,1,loss,-1.0
1,v2,2025-11-11,261769,Thunder vs Warriors,126.0,102.0,Thunder -7.5,-110,3,win,2.727272727272727
2,v2,2025-11-11,261768,Nets vs Raptors,109.0,119.0,Raptors -10.5,-106,3,loss,-3.0
3,v2,2025-11-11,282034,Knicks vs Grizzlies,133.0,120.0,Knicks -9.5,-115,3,win,2.608695652173913
4,v2,2025-11-11,261770,76ers vs Celtics,102.0,100.0,Celtics -1.5,-110,2,loss,-2.0
6,v2,2025-11-11,261771,Jazz vs Pacers,152.0,128.0,Pacers -2.5,-115,2,loss,-2.0
1,v2_perp,2025-11-11,282034,Knicks vs Grizzlies,133.0,120.0,Knicks -9.5,-115,2,win,1.7391304347826086
2,v2_perp,2025-11-11,261769,Thunder vs Warriors,126.0,102.0,Thunder -7.5,-110,2,win,1.818181818181818
3,v2_perp,2025-11-11,261771,Jazz vs Pacers,152.0,128.0,Pacers -2.5,-115,2,loss,-2.0
4,v2_perp,2025-11-11,261768,Nets vs Raptors,109.0,119.0,Raptors +10.5,-106,2,loss,-2.0
6,v2_perp,2025-11-11,261770,76ers vs Celtics,102.0,100.0,76ers +1.5,-110,1,win,0.9090909090909092
7,v2_perp,2025-11-11,282034,Knicks vs Grizzlies,133.0,120.0,Under 231.5,-110,1,loss,-1.0
8,v2_perp,2025-11-11,261769,Thunder vs Warriors,126.0,102.0,Under 227.5,-110,1,loss,-1.0
9,v2_perp,2025-11-11,261771,Jazz vs Pacers,152.0,128.0,Over 232.5,-109,1,win,0.9174311926605504
10,v2_perp,2025-11-11,261768,Nets vs Raptors,109.0,119.0,Under 233.5,-110,1,win,0.9090909090909092
5,v2,2025-11-11,261772,Kings vs Nuggets,108.0,122.0,Nuggets -8.5,-115,2,win,1.7391304347826086
5,v2_perp,2025-11-11,261772,Kings vs Nuggets,108.0,122.0,Nuggets -8.5,-115,2,win,1.7391304347826086
11,v2_perp,2025-11-11,261772,Kings vs Nuggets,108.0,122.0,Under 242.5,-111,1,win,0.9009009009009008
1,v2,2025-11-12,261784,Clippers vs Nuggets,116.0,130.0,Nuggets -3.5,-105,3,win,2.8571428571428568
2,v2,2025-11-12,261779,Pelicans vs Trail Blazers,117.0,125.0,Trail Blazers -8.5,-105,3,loss,-3.0
3,v2,2025-11-12,261778,Rockets vs Wizards,135.0,112.0,Rockets -16.5,-110,3,win,2.727272727272727
4,v2,2025-11-12,261774,Hornets vs Bucks,111.0,100.0,Bucks -5.5,-110,3,loss,-3.0
5,v2,2025-11-12,261780,Spurs vs Warriors,120.0,125.0,Spurs -4.5,-109,2,loss,-2.0
6,v2,2025-11-12,261775,Knicks vs Magic,107.0,124.0,Knicks -4.5,-110,2,loss,-2.0
7,v2,2025-11-12,261776,Celtics vs Grizzlies,131.0,95.0,Celtics -6.5,-110,2,win,1.818181818181818
8,v2,2025-11-12,261782,Thunder vs Lakers,121.0,92.0,Thunder -6.5,-115,2,win,1.7391304347826086
9,v2,2025-11-12,261781,Mavericks vs Suns,114.0,123.0,Suns -1.0,-106,2,win,1.8867924528301887
10,v2,2025-11-12,261777,Heat vs Cavaliers,116.0,130.0,Cavaliers +5.5,-105,1,win,0.9523809523809524
11,v2,2025-11-12,261773,Pistons vs Bulls,124.0,113.0,Bulls -1.5,-105,1,loss,-1.0
12,v2,2025-11-12,261783,Kings vs Hawks,100.0,133.0,Hawks -3.5,-110,1,win,0.9090909090909092
1,v2_perp,2025-11-12,261778,Rockets vs Wizards,135.0,112.0,Rockets -16.5,-110,3,win,2.727272727272727
2,v2_perp,2025-11-12,261775,Knicks vs Magic,107.0,124.0,Knicks -4.5,-110,3,loss,-3.0
3,v2_perp,2025-11-12,261776,Celtics vs Grizzlies,131.0,95.0,Celtics -6.5,-110,2,win,1.818181818181818
4,v2_perp,2025-11-12,261777,Heat vs Cavaliers,116.0,130.0,Heat -5.5,-115,2,loss,-2.0
5,v2_perp,2025-11-12,261780,Spurs vs Warriors,120.0,125.0,Spurs -4.5,-109,2,loss,-2.0
6,v2_perp,2025-11-12,261782,Thunder vs Lakers,121.0,92.0,Thunder -7.0,-108,2,win,1.851851851851852
7,v2_perp,2025-11-12,261781,Mavericks vs Suns,114.0,123.0,Suns -1.5,-105,1,win,0.9523809523809524
8,v2_perp,2025-11-12,261784,Clippers vs Nuggets,116.0,130.0,Nuggets -3.5,-105,1,win,0.9523809523809524
9,v2_perp,2025-11-12,261783,Kings vs Hawks,100.0,133.0,Hawks -3.5,-110,1,win,0.9090909090909092
10,v2_perp,2025-11-12,261779,Pelicans vs Trail Blazers,117.0,125.0,Trail Blazers -8.5,-105,1,loss,-1.0
1,v2,2025-11-13,261785,Cavaliers vs Raptors,113.0,126.0,Cavaliers -7.5,-110,3,loss,-3.0
2,v2,2025-11-13,261786,Suns vs Pacers,133.0,98.0,Suns -3.5,-115,3,win,2.608695652173913
5,v2,2025-11-13,261787,Jazz vs Hawks,122.0,132.0,Hawks -1.5,-115,2,win,1.7391304347826086
9,v2,2025-11-13,261785,Cavaliers vs Raptors,113.0,126.0,Under 238.5,-111,2,loss,-2.0
10,v2,2025-11-13,261786,Suns vs Pacers,133.0,98.0,Over 233.5,-110,1,loss,-1.0
1,v2_perp,2025-11-13,261785,Cavaliers vs Raptors,113.0,126.0,Cavaliers -7.5,-110,3,loss,-3.0
2,v2_perp,2025-11-13,261786,Suns vs Pacers,133.0,98.0,Suns -3.5,-115,2,win,1.7391304347826086
8,v2_perp,2025-11-13,261787,Jazz vs Hawks,122.0,132.0,Hawks -1.5,-115,1,win,0.8695652173913043
10,v2_perp,2025-11-13,261786,Suns vs Pacers,133.0,98.0,Under 233.5,-110,1,win,0.9090909090909092
3,v2,2025-11-14,261576,Pelicans vs Lakers,104.0,118.0,Lakers -10.5,-110,3,win,2.727272727272727
4,v2,2025-11-14,261575,Rockets vs Trail Blazers,140.0,116.0,Rockets -8.5,-110,3,win,2.727272727272727
6,v2,2025-11-14,261578,Spurs vs Warriors,108.0,109.0,Spurs -2.5,-107,2,loss,-2.0
7,v2,2025-11-14,261570,Magic vs Nets,105.0,98.0,Magic -14.5,-105,2,loss,-2.0
8,v2,2025-11-14,261571,Knicks vs Heat,140.0,132.0,Knicks -4.0,-110,2,win,1.818181818181818
1,v2,2025-11-14,261573,Timberwolves vs Kings,124.0,110.0,Timberwolves -11.5,-110,3,win,2.727272727272727
2,v2,2025-11-14,261575,Rockets vs Trail Blazers,140.0,116.0,Rockets -7.5,-112,3,win,2.678571428571429
3,v2,2025-11-14,261576,Pelicans vs Lakers,104.0,118.0,Lakers -9.5,-115,3,win,2.608695652173913
4,v2,2025-11-14,261570,Magic vs Nets,105.0,98.0,Magic -14.5,-105,3,loss,-3.0
5,v2,2025-11-14,261574,Bucks vs Hornets,147.0,134.0,Bucks -9.5,-105,2,win,1.9047619047619049
6,v2,2025-11-14,261571,Knicks vs Heat,140.0,132.0,Knicks -6.5,-110,2,win,1.818181818181818
7,v2,2025-11-14,261572,Pistons vs 76ers,114.0,105.0,76ers +3.5,-105,2,loss,-2.0
8,v2,2025-11-14,261578,Spurs vs Warriors,108.0,109.0,Spurs -2.5,-115,2,loss,-2.0
9,v2,2025-11-14,261577,Mavericks vs Clippers,127.0,133.0,Clippers -2.5,-110,2,win,1.818181818181818
10,v2,2025-11-14,261573,Timberwolves vs Kings,124.0,110.0,Over 240.0,-110,1,loss,-1.0
3,v2_perp,2025-11-14,261578,Spurs vs Warriors,108.0,109.0,Spurs -2.5,-107,2,loss,-2.0
4,v2_perp,2025-11-14,261571,Knicks vs Heat,140.0,132.0,Knicks -4.0,-110,2,win,1.818181818181818
5,v2_perp,2025-11-14,261572,Pistons vs 76ers,114.0,105.0,Pistons -7.0,-110,2,win,1.818181818181818
6,v2_perp,2025-11-14,261575,Rockets vs Trail Blazers,140.0,116.0,Rockets -8.5,-110,1,win,0.9090909090909092
7,v2_perp,2025-11-14,261576,Pelicans vs Lakers,104.0,118.0,Lakers -10.5,-105,1,win,0.9523809523809524
9,v2_perp,2025-11-14,261570,Magic vs Nets,105.0,98.0,Magic -14.5,-105,1,loss,-1.0
1,v2_perp,2025-11-14,261570,Magic vs Nets,105.0,98.0,Magic -14.5,-105,3,loss,-3.0
2,v2_perp,2025-11-14,261573,Timberwolves vs Kings,124.0,110.0,Timberwolves -11.5,-110,2,win,1.818181818181818
3,v2_perp,2025-11-14,261574,Bucks vs Hornets,147.0,134.0,Bucks -9.5,-105,2,win,1.9047619047619049
4,v2_perp,2025-11-14,261575,Rockets vs Trail Blazers,140.0,116.0,Rockets -7.5,-112,2,win,1.7857142857142858
5,v2_perp,2025-11-14,261571,Knicks vs Heat,140.0,132.0,Knicks -6.5,-110,2,win,1.818181818181818
6,v2_perp,2025-11-14,261572,Pistons vs 76ers,114.0,105.0,Pistons -3.5,-115,1,win,0.8695652173913043
7,v2_perp,2025-11-14,261576,Pelicans vs Lakers,104.0,118.0,Lakers -9.5,-115,1,win,0.8695652173913043
8,v2_perp,2025-11-14,261577,Mavericks vs Clippers,127.0,133.0,Mavericks -2.5,-110,1,loss,-1.0
9,v2_perp,2025-11-14,261578,Spurs vs Warriors,108.0,109.0,Spurs -2.5,-115,1,loss,-1.0
10,v2_perp,2025-11-14,261572,Pistons vs 76ers,114.0,105.0,Under 229.5,-110,1,win,0.9090909090909092
1,v2,2025-11-15,261788,Cavaliers vs Grizzlies,108.0,100.0,Cavaliers -11.5,-110,3,loss,-3.0
2,v2,2025-11-15,261789,Hornets vs Thunder,96.0,109.0,Thunder -17.5,-109,3,loss,-3.0
3,v2,2025-11-15,261790,Pacers vs Raptors,111.0,129.0,Raptors -6.5,-115,3,win,2.608695652173913
4,v2,2025-11-15,261792,Timberwolves vs Nuggets,112.0,123.0,Timberwolves -2.5,-110,2,loss,-2.0
5,v2,2025-11-15,261791,Bucks vs Lakers,95.0,119.0,Lakers -1.5,-102,2,win,1.96078431372549
6,v2,2025-11-15,261788,Cavaliers vs Grizzlies,108.0,100.0,Over 240.5,-105,2,loss,-2.0
7,v2,2025-11-15,261789,Hornets vs Thunder,96.0,109.0,Under 224.5,-110,2,win,1.818181818181818
8,v2,2025-11-15,261790,Pacers vs Raptors,111.0,129.0,Over 233.5,-110,1,win,0.9090909090909092
9,v2,2025-11-15,261792,Timberwolves vs Nuggets,112.0,123.0,Over 234.5,-110,1,win,0.9090909090909092
10,v2,2025-11-15,261791,Bucks vs Lakers,95.0,119.0,Over 231.0,-112,1,loss,-1.0
1,v2_perp,2025-11-15,261788,Cavaliers vs Grizzlies,108.0,100.0,Cavaliers -11.5,-110,3,loss,-3.0
2,v2_perp,2025-11-15,261792,Timberwolves vs Nuggets,112.0,123.0,Timberwolves -2.5,-110,2,loss,-2.0
3,v2_perp,2025-11-15,261790,Pacers vs Raptors,111.0,129.0,Raptors -6.5,-115,2,win,1.7391304347826086
4,v2_perp,2025-11-15,261791,Bucks vs Lakers,95.0,119.0,Lakers -1.5,-102,2,win,1.96078431372549
5,v2_perp,2025-11-15,261789,Hornets vs Thunder,96.0,109.0,Thunder -17.5,-109,2,loss,-2.0
6,v2_perp,2025-11-15,261790,Pacers vs Raptors,111.0,129.0,Under 233.5,-110,1,loss,-1.0
7,v2_perp,2025-11-15,261788,Cavaliers vs Grizzlies,108.0,100.0,Under 240.5,-110,1,win,0.9090909090909092
8,v2_perp,2025-11-15,261791,Bucks vs Lakers,95.0,119.0,Under 231.0,-112,1,win,0.8928571428571429
9,v2_perp,2025-11-15,261792,Timberwolves vs Nuggets,112.0,123.0,Under 234.5,-110,1,loss,-1.0
10,v2_perp,2025-11-15,261789,Hornets vs Thunder,96.0,109.0,Thunder ML,-1625,1,win,0.0615384615384615
1,v2,2025-11-17,261807,Pelicans vs Thunder,109.0,126.0,Thunder -17.5,-110,3,loss,-3.0
2,v2,2025-11-17,261806,Timberwolves vs Mavericks,120.0,96.0,Timberwolves -14.5,-105,3,win,2.8571428571428568
3,v2,2025-11-17,261801,Cavaliers vs Bucks,118.0,106.0,Cavaliers -5.5,-115,3,win,2.608695652173913
4,v2,2025-11-17,261802,Pistons vs Pacers,127.0,112.0,Pistons -11.5,-105,2,win,1.9047619047619049
5,v2,2025-11-17,261808,Nuggets vs Bulls,127.0,130.0,Nuggets -13.5,-110,2,loss,-2.0
6,v2,2025-11-17,261805,Raptors vs Hornets,110.0,108.0,Raptors -8.5,-105,2,loss,-2.0
7,v2,2025-11-17,261803,76ers vs Clippers,110.0,108.0,Clippers +5.5,-109,2,win,1.834862385321101
8,v2,2025-11-17,261804,Heat vs Knicks,115.0,113.0,Heat -1.5,-110,2,win,1.818181818181818
9,v2,2025-11-17,261803,76ers vs Clippers,110.0,108.0,Over 220.5,-111,1,loss,-1.0
10,v2,2025-11-17,261808,Nuggets vs Bulls,127.0,130.0,Over 241.5,-105,1,win,0.9523809523809524
1,v2_perp,2025-11-17,261802,Pistons vs Pacers,127.0,112.0,Pistons -11.5,-105,3,win,2.8571428571428568
2,v2_perp,2025-11-17,261808,Nuggets vs Bulls,127.0,130.0,Nuggets -13.5,-110,2,loss,-2.0
3,v2_perp,2025-11-17,261805,Raptors vs Hornets,110.0,108.0,Raptors -8.5,-105,2,loss,-2.0
4,v2_perp,2025-11-17,261803,76ers vs Clippers,110.0,108.0,76ers -5.5,-112,2,loss,-2.0
5,v2_perp,2025-11-17,261801,Cavaliers vs Bucks,118.0,106.0,Cavaliers -5.5,-115,2,win,1.7391304347826086
6,v2_perp,2025-11-17,261804,Heat vs Knicks,115.0,113.0,Heat -1.5,-110,1,win,0.9090909090909092
7,v2_perp,2025-11-17,261806,Timberwolves vs Mavericks,120.0,96.0,Timberwolves -14.5,-105,1,win,0.9523809523809524
8,v2_perp,2025-11-17,261807,Pelicans vs Thunder,109.0,126.0,Thunder -17.5,-110,1,loss,-1.0
9,v2_perp,2025-11-17,261804,Heat vs Knicks,115.0,113.0,Under 244.5,-110,1,win,0.9090909090909092
10,v2_perp,2025-11-17,261808,Nuggets vs Bulls,127.0,130.0,Under 241.5,-105,1,loss,-1.0
4,v2,2025-11-18,261809,Magic vs Warriors,121.0,113.0,Warriors -2.5,-110,2,loss,-2.0
5,v2_perp,2025-11-18,261809,Magic vs Warriors,121.0,113.0,Warriors -2.5,-110,2,loss,-2.0
9,v2_perp,2025-11-18,261809,Magic vs Warriors,121.0,113.0,Under 223.5,-111,1,loss,-1.0
1,gemini,2025-11-17,261802,Pistons vs Pacers,127.0,112.0,Pistons -11.5,-105,3,win,2.8571428571428568
2,gemini,2025-11-17,261808,Nuggets vs Bulls,127.0,130.0,Nuggets -13.5,-110,2,loss,-2.0
3,gemini,2025-11-17,261806,Timberwolves vs Mavericks,120.0,96.0,Timberwolves -14.5,-105,2,win,1.9047619047619049
4,gemini,2025-11-17,261805,Raptors vs Hornets,110.0,108.0,Raptors -8.5,-105,2,loss,-2.0
5,gemini,2025-11-17,261803,76ers vs Clippers,110.0,108.0,76ers -5.5,-112,2,loss,-2.0
6,gemini,2025-11-17,261801,Cavaliers vs Bucks,118.0,106.0,Cavaliers -5.5,-115,2,win,1.7391304347826086
7,gemini,2025-11-17,261807,Pelicans vs Thunder,109.0,126.0,Pelicans +17.5,-110,2,win,1.818181818181818
8,gemini,2025-11-17,261804,Heat vs Knicks,115.0,113.0,Under 244.5,-110,1,win,0.9090909090909092
9,gemini,2025-11-17,261808,Nuggets vs Bulls,127.0,130.0,Under 241.5,-110,1,loss,-1.0
1,v2,2025-11-18,261810,Nets vs Celtics,99.0,113.0,Celtics -11.5,-102,3,win,2.941176470588235
5,v2,2025-11-18,261811,Hawks vs Pistons,112.0,120.0,Pistons -2.5,-110,2,win,1.818181818181818
7,v2,2025-11-18,261810,Nets vs Celtics,99.0,113.0,Over 223.5,-105,2,loss,-2.0
3,v2_perp,2025-11-18,261810,Nets vs Celtics,99.0,113.0,Celtics -11.5,-102,2,win,1.96078431372549
6,v2_perp,2025-11-18,261811,Hawks vs Pistons,112.0,120.0,Pistons -2.5,-110,1,win,0.9090909090909092
8,v2_perp,2025-11-18,261810,Nets vs Celtics,99.0,113.0,Under 223.5,-115,1,win,0.8695652173913043
10,v2_perp,2025-11-18,261811,Hawks vs Pistons,112.0,120.0,Under 228.5,-110,1,loss,-1.0
3,v2,2025-11-18,261812,Spurs vs Grizzlies,111.0,101.0,Spurs -5.5,-114,3,win,2.631578947368421
10,v2,2025-11-18,261812,Spurs vs Grizzlies,111.0,101.0,Over 233.5,-115,1,loss,-1.0
2,v2_perp,2025-11-18,261812,Spurs vs Grizzlies,111.0,101.0,Spurs -5.5,-114,2,win,1.7543859649122806
2,v2,2025-11-18,261813,Lakers vs Jazz,140.0,126.0,Lakers -13.5,-108,3,win,2.7777777777777777
6,v2,2025-11-18,261814,Trail Blazers vs Suns,110.0,127.0,Trail Blazers -2.5,-110,2,loss,-2.0
8,v2,2025-11-18,261813,Lakers vs Jazz,140.0,126.0,Over 238.5,-115,1,win,0.8695652173913043
1,v2_perp,2025-11-18,261813,Lakers vs Jazz,140.0,126.0,Lakers -13.5,-108,3,win,2.7777777777777777
4,v2_perp,2025-11-18,261814,Trail Blazers vs Suns,110.0,127.0,Trail Blazers -2.5,-110,2,loss,-2.0
7,v2_perp,2025-11-18,261814,Trail Blazers vs Suns,110.0,127.0,Over 236.5,-110,1,win,0.9090909090909092
9,v2_perp,2025-11-18,261810,Nets vs Celtics,99.0,113.0,Celtics -11.5,-102,1,win,0.9803921568627452
10,v2_perp,2025-11-18,261809,Magic vs Warriors,121.0,113.0,Over 223.5,-111,1,win,0.9009009009009008
9,v2,2025-11-19,261815,Cavaliers vs Rockets,104.0,114.0,Cavaliers -2.5,-105,1,loss,-1.0
4,v2,2025-11-19,261817,Heat vs Warriors,110.0,96.0,Heat -10.5,-110,2,win,1.818181818181818
7,v2,2025-11-19,261818,76ers vs Raptors,112.0,121.0,Raptors -2.5,-105,2,win,1.9047619047619049
8,v2,2025-11-19,261816,Pacers vs Hornets,127.0,118.0,Hornets -1.5,-115,2,loss,-2.0
4,v2_perp,2025-11-19,261817,Heat vs Warriors,110.0,96.0,Heat -10.5,-110,2,win,1.818181818181818
6,v2_perp,2025-11-19,261815,Cavaliers vs Rockets,104.0,114.0,Rockets -1.5,-112,1,win,0.8928571428571429
7,v2_perp,2025-11-19,261816,Pacers vs Hornets,127.0,118.0,Hornets -1.5,-115,1,loss,-1.0
2,gemini,2025-11-19,261817,Heat vs Warriors,110.0,96.0,Heat -10.5,-110,3,win,2.727272727272727
5,gemini,2025-11-19,261818,76ers vs Raptors,112.0,121.0,76ers +2.5,-115,2,loss,-2.0
6,gemini,2025-11-19,261815,Cavaliers vs Rockets,104.0,114.0,Cavaliers +1.5,-108,2,loss,-2.0
9,gemini,2025-11-19,261816,Pacers vs Hornets,127.0,118.0,Pacers +1.5,-105,1,win,0.9523809523809524
1,v2,2025-11-19,261819,Thunder vs Kings,113.0,99.0,Thunder -18.5,-110,3,loss,-3.0
2,v2,2025-11-19,261821,Timberwolves vs Wizards,120.0,109.0,Timberwolves -16.5,-115,3,loss,-3.0
3,v2,2025-11-19,261820,Pelicans vs Nuggets,118.0,125.0,Nuggets -13.5,-115,3,loss,-3.0
9,v2,2025-11-19,261819,Thunder vs Kings,113.0,99.0,Over 231.5,-115,1,loss,-1.0
10,v2,2025-11-19,261820,Pelicans vs Nuggets,118.0,125.0,Over 233.5,-114,1,win,0.8771929824561403
1,v2_perp,2025-11-19,261819,Thunder vs Kings,113.0,99.0,Thunder -18.5,-110,3,loss,-3.0
2,v2_perp,2025-11-19,261821,Timberwolves vs Wizards,120.0,109.0,Timberwolves -16.5,-115,2,loss,-2.0
3,v2_perp,2025-11-19,261820,Pelicans vs Nuggets,118.0,125.0,Nuggets -13.5,-115,2,loss,-2.0
1,gemini,2025-11-19,261821,Timberwolves vs Wizards,120.0,109.0,Timberwolves -16.5,-115,3,loss,-3.0
3,gemini,2025-11-19,261820,Pelicans vs Nuggets,118.0,125.0,Pelicans +13.5,-115,2,win,1.7391304347826086
4,gemini,2025-11-19,261819,Thunder vs Kings,113.0,99.0,Thunder -18.5,-110,2,loss,-2.0
5,v2,2025-11-19,261822,Mavericks vs Knicks,111.0,113.0,Knicks -7.5,-110,2,loss,-2.0
5,v2_perp,2025-11-19,261822,Mavericks vs Knicks,111.0,113.0,Knicks -7.5,-110,2,loss,-2.0
10,gemini,2025-11-19,261822,Mavericks vs Knicks,111.0,113.0,Mavericks +7.5,-110,1,win,0.9090909090909092
6,v2,2025-11-19,261823,Trail Blazers vs Bulls,121.0,122.0,Bulls -4.5,-110,2,loss,-2.0
8,v2_perp,2025-11-19,261823,Trail Blazers vs Bulls,121.0,122.0,Bulls -4.5,-110,1,loss,-1.0
7,gemini,2025-11-19,261823,Trail Blazers vs Bulls,121.0,122.0,Trail Blazers +4.5,-110,1,win,0.9090909090909092
8,gemini,2025-11-19,261823,Trail Blazers vs Bulls,121.0,122.0,Under 242.5,-110,1,loss,-1.0
8,v2,2025-11-20,261825,Grizzlies vs Kings,137.0,96.0,Grizzlies -3.5,-108,2,win,1.851851851851852
3,v2_perp,2025-11-20,261824,Magic vs Clippers,129.0,101.0,Magic -5.5,-115,2,win,1.7391304347826086
9,v2_perp,2025-11-20,261825,Grizzlies vs Kings,137.0,96.0,Grizzlies -3.5,-108,1,win,0.925925925925926
6,gemini,2025-11-20,261824,Magic vs Clippers,129.0,101.0,Magic -5.5,-115,2,win,1.7391304347826086
5,v2,2025-11-20,261826,Bucks vs 76ers,114.0,123.0,76ers -1.5,-114,2,win,1.7543859649122806
6,v2,2025-11-20,261827,Spurs vs Hawks,135.0,126.0,Spurs -1.5,-105,2,win,1.9047619047619049
6,v2_perp,2025-11-20,261826,Bucks vs 76ers,114.0,123.0,Under 223.5,-110,1,loss,-1.0
7,v2_perp,2025-11-20,261827,Spurs vs Hawks,135.0,126.0,Spurs -1.5,-105,1,win,0.9523809523809524
5,gemini,2025-11-20,261826,Bucks vs 76ers,114.0,123.0,Bucks +1.5,-109,2,loss,-2.0
10,gemini,2025-11-20,261827,Spurs vs Hawks,135.0,126.0,Spurs -1.5,-105,1,win,0.9523809523809524
1,v2_perp,2025-11-20,261824,Magic vs Clippers,129.0,101.0,Magic -5.5,-115,3,win,2.608695652173913
9,v2_perp,2025-11-20,261826,Bucks vs 76ers,114.0,123.0,Over 223.5,-110,1,win,0.9090909090909092
8,gemini,2025-11-20,261827,Spurs vs Hawks,135.0,126.0,Spurs -1.5,-105,1,win,0.9523809523809524
9,gemini,2025-11-20,261824,Magic vs Clippers,129.0,101.0,Magic -5.5,-115,1,win,0.8695652173913043
10,gemini,2025-11-20,261826,Bucks vs 76ers,114.0,123.0,Bucks +1.5,-109,1,loss,-1.0
1,v2,2025-11-21,261579,Cavaliers vs Pacers,120.0,109.0,Pacers +13.5,-110,3,win,2.727272727272727
3,v2,2025-11-21,261580,Raptors vs Wizards,140.0,110.0,Raptors -13.5,-115,3,win,2.608695652173913
9,v2,2025-11-21,261582,Bulls vs Heat,107.0,143.0,Heat +2.5,-110,2,win,1.818181818181818
1,v2,2025-11-21,261579,Cavaliers vs Pacers,120.0,109.0,Pacers +14.5,-114,3,win,2.631578947368421
3,v2,2025-11-21,261580,Raptors vs Wizards,140.0,110.0,Raptors -14.5,-110,3,win,2.727272727272727
