rank,game_id,start_time,match,pick,odds,units,confidence_pct,reason,predicted_score,bet_home_spread,bet_home_ml,bet_away_spread,bet_away_ml,bet_over,bet_under,home_money_line,away_money_line,tie_money_line,total_score,over_odds,under_odds,home_spread,home_spread_odds,away_spread,away_spread_odds,timestamp,start_time_pt,date,model,home_team,away_team,reason_code
4.0,266388.0,2025-11-15T19:00:00.000Z,Winthrop vs Mercer,Winthrop -2.5,-115.0,2.0,85.0,Small home favorite with strong support (92% ML tickets 94% ML money 60% spread tickets 70% spread money). Spread at 2.5 in optimal range. Perfect profile for our strategy.,81-77,1.0,0.0,0.0,0.0,0.0,0.0,-135.0,114.0,,163.5,-110.0,-110.0,-2.5,-115.0,2.5,-105.0,2025-11-15 10:15:06.207347,2025-11-15 11:00:00-08:00,2025-11-15,claude,,,
5.0,264820.0,2025-11-16T00:00:00.000Z,Nebraska vs Oklahoma,Nebraska -1.5,-110.0,2.0,84.0,Small home favorite in pick'em (80% ML tickets 82% ML money). Spread at 1.5 with strong consensus. Oklahoma getting sharp money (81% on spread) but home court worth more than 1.5 in neutral-ish game.,82-80,1.0,0.0,0.0,0.0,0.0,0.0,-112.0,-108.0,,163.5,-105.0,-115.0,-1.5,-110.0,1.5,-111.0,2025-11-15 10:15:06.207347,2025-11-15 16:00:00-08:00,2025-11-15,claude,,,
6.0,276082.0,2025-11-15T23:00:00.000Z,Davidson vs Bowling Green,Davidson -4.5,-112.0,2.0,82.0,Small home favorite with overwhelming support (97% ML tickets 99% ML money 60% spread tickets 88% spread money). Extreme sharp money consensus. Small spread with massive backing.,76-70,1.0,0.0,0.0,0.0,0.0,0.0,-232.0,190.0,,146.5,-108.0,-110.0,-4.5,-112.0,4.5,-108.0,2025-11-15 10:15:06.207347,2025-11-15 15:00:00-08:00,2025-11-15,claude,,,
7.0,267628.0,2025-11-15T22:00:00.000Z,UC Riverside vs North Dakota,UC Riverside -3.5,-105.0,2.0,80.0,Small home favorite with strong support (97% ML tickets 89% ML money 55% spread tickets 62% spread money). Spread in sweet spot at 3.5. Line stable showing confidence.,77-72,1.0,0.0,0.0,0.0,0.0,0.0,-175.0,145.0,,148.5,-105.0,-110.0,-3.5,-105.0,3.5,-115.0,2025-11-15 10:15:06.207347,2025-11-15 14:00:00-08:00,2025-11-15,claude,,,
8.0,266404.0,2025-11-15T22:00:00.000Z,Texas St vs Texas Southern,Texas St -3.5,-113.0,1.0,76.0,Small home favorite with perfect consensus (98% ML tickets 100% ML money 63% spread tickets 67% spread money). Spread at 3.5 in winning range. Texas St won last time we picked them.,74-69,1.0,0.0,0.0,0.0,0.0,0.0,-205.0,164.0,,144.5,-110.0,-110.0,-3.5,-113.0,3.5,-106.0,2025-11-15 10:15:06.207347,2025-11-15 14:00:00-08:00,2025-11-15,claude,,,
9.0,264807.0,2025-11-16T00:00:00.000Z,UConn vs BYU,UConn -6.5,-105.0,1.0,74.0,Medium home favorite but elite team (92% ML tickets 82% ML money). Spread at 6.5 against quality opponent. Big matchup where UConn should control at home. Line moved back to 6.5 after being 5.75.,80-72,1.0,0.0,0.0,0.0,0.0,0.0,-294.0,237.0,,153.5,-109.0,-112.0,-6.5,-105.0,6.5,-115.0,2025-11-15 10:15:06.207347,2025-11-15 16:00:00-08:00,2025-11-15,claude,,,
10.0,271999.0,2025-11-15T20:00:00.000Z,SE Missouri vs St. Thomas,SE Missouri +2.5,-111.0,1.0,72.0,Road dog with sharp money backing (52% ML money despite 18% tickets). Contrarian play where sharp money supports underdog. Getting 2.5 points with sharp backing.,75-77,0.0,0.0,1.0,0.0,0.0,0.0,114.0,-135.0,,153.5,-105.0,-115.0,2.5,-111.0,-2.5,-111.0,2025-11-15 10:15:06.207347,2025-11-15 12:00:00-08:00,2025-11-15,claude,,,
11.0,264517.0,2025-11-15T19:00:00.000Z,Air Force vs Miami (OH),Air Force +10.5,-105.0,1.0,70.0,Home dog getting double digits (only 1% ML tickets but 0% ML money shows total fade). Miami heavily favored but Air Force at home can keep competitive. Large dog spread with home court advantage.,68-76,1.0,0.0,0.0,0.0,0.0,0.0,425.0,-562.0,,143.5,-115.0,-110.0,10.5,-105.0,-10.5,-115.0,2025-11-15 10:15:06.207347,2025-11-15 11:00:00-08:00,2025-11-15,claude,,,
1.0,264848.0,2025-11-18T00:00:00.000Z,Pittsburgh vs Bucknell,Pittsburgh -15.5,-111.0,3.0,91.0,Strong home profile laying mid-teens avoids extreme-chalk variance; non-conference HCA around 3–3.5 supports margin vs low-major [web:13][web:6][web:25].,82-62,1.0,0.0,0.0,0.0,0.0,0.0,-1800.0,1000.0,,141.5,-115.0,-105.0,-15.5,-111.0,15.5,-109.0,2025-11-17 14:55:33.937966,2025-11-17 16:00:00-08:00,2025-11-17,perplexity,,,
2.0,264849.0,2025-11-18T00:00:00.000Z,NC State vs VCU,NC State -11.5,-115.0,2.0,86.0,Shorter double-digit home fav still within controllable band; prefer HCA over backing a public dog early season [web:6][web:25][web:13].,81-68,1.0,0.0,0.0,0.0,0.0,0.0,-900.0,600.0,,164.5,-110.0,-110.0,-11.5,-115.0,11.5,-105.0,2025-11-17 14:55:33.937966,2025-11-17 16:00:00-08:00,2025-11-17,perplexity,,,
3.0,267629.0,2025-11-18T00:00:00.000Z,UCF vs Oakland,UCF -13.5,-110.0,2.0,85.0,Host laying under two TDs with solid athleticism gap; aligns with non-conference HCA and avoids >15 volatility [web:13][web:6][web:25].,84-68,1.0,0.0,0.0,0.0,0.0,0.0,-1100.0,700.0,,162.5,-115.0,-111.0,-13.5,-110.0,13.5,-110.0,2025-11-17 14:55:33.937966,2025-11-17 16:00:00-08:00,2025-11-17,perplexity,,,
4.0,264852.0,2025-11-18T00:00:00.000Z,Charleston vs Drake,Charleston -7.5,-105.0,2.0,84.0,Sub-8 number maximizes HCA leverage without paying double-digit premium; early-season public spreads underperform [web:6][web:13][web:25].,77-70,1.0,0.0,0.0,0.0,0.0,0.0,-310.0,250.0,,152.5,-115.0,-105.0,-7.5,-105.0,7.5,-115.0,2025-11-17 14:55:33.937966,2025-11-17 16:00:00-08:00,2025-11-17,perplexity,,,
5.0,267346.0,2025-11-18T00:00:00.000Z,Siena vs Colgate,Siena -6.5,-113.0,2.0,82.0,Tight home favorite near two possessions; HCA meaningful in non-conference at this range [web:13][web:6][web:25].,74-67,1.0,0.0,0.0,0.0,0.0,0.0,-290.0,235.0,,146.0,-109.0,-112.0,-6.5,-113.0,6.5,-107.0,2025-11-17 14:55:33.937966,2025-11-17 16:00:00-08:00,2025-11-17,perplexity,,,
6.0,264851.0,2025-11-18T02:00:00.000Z,Clemson vs North Alabama,Clemson -25.5,-112.0,1.0,79.0,"Big fav exposure is measured; Clemson’s home edge plus class gap justify laying mid-20s, avoiding 30+ extremes [web:25][web:6][web:13].",88-60,1.0,0.0,0.0,0.0,0.0,0.0,-9000.0,2500.0,,144.5,-112.0,-108.0,-25.5,-112.0,25.5,-108.0,2025-11-17 14:55:33.937966,2025-11-17 18:00:00-08:00,2025-11-17,perplexity,,,
7.0,264857.0,2025-11-18T02:00:00.000Z,Colorado vs Alabama St,Colorado -22.5,-110.0,1.0,78.0,High-major host with solid HCA at a manageable double-digit; under 25 curbs late-game variance [web:25][web:6][web:13].,85-58,1.0,0.0,0.0,0.0,0.0,0.0,-8000.0,2200.0,,156.5,-107.0,-109.0,-22.5,-110.0,22.5,-110.0,2025-11-17 14:55:33.937966,2025-11-17 18:00:00-08:00,2025-11-17,perplexity,,,
8.0,264861.0,2025-11-18T01:00:00.000Z,Wisconsin vs SIU-Edwardsville,Wisconsin -25.5,-110.0,1.0,77.0,Mid-20s chalk but shy of 30; controlled exposure to superior home side in non-conference [web:6][web:25][web:13].,86-60,1.0,0.0,0.0,0.0,0.0,0.0,-6500.0,2000.0,,146.5,-105.0,-115.0,-25.5,-110.0,25.5,-110.0,2025-11-17 14:55:33.937966,2025-11-17 17:00:00-08:00,2025-11-17,perplexity,,,
9.0,264860.0,2025-11-18T02:00:00.000Z,Arizona St vs Georgia State,Arizona St -18.5,-115.0,1.0,76.0,Solid home edge at a non-extreme double-digit; HCA plus talent gap support laying under 20 [web:13][web:6][web:25].,82-62,1.0,0.0,0.0,0.0,0.0,0.0,-3200.0,1400.0,,145.5,-110.0,-110.0,-18.5,-115.0,18.5,-105.0,2025-11-17 14:55:33.937966,2025-11-17 18:00:00-08:00,2025-11-17,perplexity,,,
10.0,280384.0,2025-11-18T02:00:00.000Z,UCSB vs Loyola Marymount,UCSB -3.5,-105.0,1.0,75.0,Very short home favorite near one possession; HCA pivotal in coin-flip range [web:13][web:6][web:25].,71-66,1.0,0.0,0.0,0.0,0.0,0.0,-170.0,141.0,,143.5,-108.0,-112.0,-3.5,-105.0,3.5,-115.0,2025-11-17 14:55:33.937966,2025-11-17 18:00:00-08:00,2025-11-17,perplexity,,,
11.0,266417.0,2025-11-18T03:00:00.000Z,Oregon vs Oregon St,Oregon -14.5,-105.0,1.0,75.0,Rival home favorite at sub-15 limits variance; HCA and roster depth endorse laying it [web:25][web:6][web:13].,77-61,1.0,0.0,0.0,0.0,0.0,0.0,-1200.0,800.0,,140.5,-112.0,-108.0,-14.5,-105.0,14.5,-115.0,2025-11-17 14:55:33.937966,2025-11-17 19:00:00-08:00,2025-11-17,perplexity,,,
12.0,264858.0,2025-11-18T01:30:00.000Z,Tennessee vs Rice,Tennessee -26.5,-105.0,1.0,74.0,Large number but within non-extreme band; home superiority plus defensive pressure can create separation [web:6][web:25][web:13].,87-58,1.0,0.0,0.0,0.0,0.0,0.0,-5000.0,1800.0,,143.5,-115.0,-105.0,-26.5,-105.0,26.5,-115.0,2025-11-17 14:55:33.937966,2025-11-17 17:30:00-08:00,2025-11-17,perplexity,,,
1.0,264852.0,2025-11-18T00:00:00.000Z,Charleston vs Drake,Charleston -7.5,-105.0,2.0,88.0,Medium home favorite with perfect consensus (96% ML tickets 97% ML money). Charleston can dominate - not just win close. 7.5 spread suggests they'll control game. Sharp money aligned at 40% on both sides (balanced sharp action).,82-71,1.0,0.0,0.0,0.0,0.0,0.0,-310.0,250.0,,152.5,-115.0,-105.0,-7.5,-105.0,7.5,-115.0,2025-11-17 14:55:34.670526,2025-11-17 16:00:00-08:00,2025-11-17,claude,,,
2.0,264859.0,2025-11-18T00:00:00.000Z,Tenn Tech vs Wolves,Tenn Tech -4.5,-110.0,2.0,85.0,Small-medium home favorite with overwhelming support (90% ML tickets/money 68% spread tickets 73% spread money). Wolves struggled in recent games. Line stable showing confidence.,79-72,1.0,0.0,0.0,0.0,0.0,0.0,-192.0,160.0,,152.5,-110.0,-110.0,-4.5,-110.0,4.5,-110.0,2025-11-17 14:55:34.670526,2025-11-17 16:00:00-08:00,2025-11-17,claude,,,
3.0,264855.0,2025-11-18T01:00:00.000Z,NDSU vs S. Illinois,NDSU -1.5,103.0,2.0,84.0,Pick'em with POSITIVE odds on favorite! Rare value opportunity. 43% ML tickets but 40% ML money shows balanced action. Sharp money respects both teams but line screams value at +103 for home team.,76-74,1.0,0.0,0.0,0.0,0.0,0.0,-115.0,-105.0,,153.5,-105.0,-112.0,-1.5,103.0,1.5,-122.0,2025-11-17 14:55:34.670526,2025-11-17 17:00:00-08:00,2025-11-17,claude,,,
4.0,267346.0,2025-11-18T00:00:00.000Z,Siena vs Colgate,Siena -6.5,-113.0,2.0,82.0,Medium home favorite with dominant support (96% ML tickets 93% ML money). Sharp money heavily on Siena spread (38% tickets but 59% money). Reverse line movement showing sharp confidence.,78-69,1.0,0.0,0.0,0.0,0.0,0.0,-290.0,235.0,,146.0,-109.0,-112.0,-6.5,-113.0,6.5,-107.0,2025-11-17 14:55:34.670526,2025-11-17 16:00:00-08:00,2025-11-17,claude,,,
5.0,264863.0,2025-11-18T00:00:00.000Z,Dolphins vs Niagara,Dolphins -2.5,-107.0,1.0,78.0,Small home favorite but DIFFERENT profile - only 53% ML tickets (not 90%+). Sharp split at 40/60 money. This is a REAL pick'em not a public trap. Balanced action suggests honest line.,71-68,1.0,0.0,0.0,0.0,0.0,0.0,-135.0,114.0,,138.5,-105.0,-115.0,-2.5,-107.0,2.5,-112.0,2025-11-17 14:55:34.670526,2025-11-17 16:00:00-08:00,2025-11-17,claude,,,
6.0,264856.0,2025-11-18T00:00:00.000Z,Penn vs Saint Joe's,Penn +5.5,-105.0,1.0,76.0,Home dog with sharp money (only 9% ML tickets but road team has 91% tickets 95% ML money). Getting 5.5 at home against heavy road favorite. Value in contrarian home dog position.,79-83,1.0,0.0,0.0,0.0,0.0,0.0,222.0,-278.0,,161.5,-110.0,-110.0,5.5,-105.0,-5.5,-115.0,2025-11-17 14:55:34.670526,2025-11-17 16:00:00-08:00,2025-11-17,claude,,,
7.0,280384.0,2025-11-18T02:00:00.000Z,UCSB vs Loyola Marymount,UCSB -3.5,-105.0,1.0,74.0,Small home favorite with strong backing (72% ML tickets 78% ML money). Sharp money at 42/58 spread shows respect for line. Better profile than recent failed small favorites.,74-69,1.0,0.0,0.0,0.0,0.0,0.0,-170.0,141.0,,143.5,-108.0,-112.0,-3.5,-105.0,3.5,-115.0,2025-11-17 14:55:34.670526,2025-11-17 18:00:00-08:00,2025-11-17,claude,,,
8.0,264866.0,2025-11-18T23:30:00.000Z,Kentucky vs Michigan St,Kentucky -5.5,-110.0,1.0,72.0,Medium home favorite with strong support (72% ML tickets 84% ML money 67% spread tickets 81% spread money). Quality matchup where Kentucky should control at home. Sharp money heavily on Kentucky.,80-73,1.0,0.0,0.0,0.0,0.0,0.0,-245.0,200.0,,154.5,-110.0,-110.0,-5.5,-110.0,5.5,-110.0,2025-11-17 14:55:34.670526,2025-11-18 15:30:00-08:00,2025-11-18,claude,,,
9.0,278479.0,2025-11-18T00:30:00.000Z,UL Monroe vs Lamar,UL Monroe +10.5,-115.0,1.0,70.0,Home dog getting double digits despite only 17% ML tickets but 7% ML money (tiny sample). Sharp money massively on Lamar (93% ML money). Value in home dog getting 10.5 points.,68-76,1.0,0.0,0.0,0.0,0.0,0.0,410.0,-550.0,,139.5,-112.0,-109.0,10.5,-115.0,-10.5,-104.0,2025-11-17 14:55:34.670526,2025-11-17 16:30:00-08:00,2025-11-17,claude,,,
1.0,264881.0,2025-11-19T02:00:00.000Z,Duke vs Kansas,Duke -10.5,-110.0,3.0,96.0,"Overwhelming sharp money. The public (70% tickets) is on Duke, but the money is massively skewed (87%), showing the largest wagers are heavily backing Duke.",85-70,1.0,0.0,0.0,0.0,0.0,0.0,-600.0,445.0,,150.5,-110.0,-110.0,-10.5,-110.0,10.5,-110.0,2025-11-17 14:55:34.670526,2025-11-18 18:00:00-08:00,2025-11-18,gemini,Duke,Kansas,SHARP_MONEY_SPREAD
2.0,264866.0,2025-11-18T23:30:00.000Z,Kentucky vs Michigan St,Kentucky -5.5,-110.0,3.0,94.0,"Strong sharp money. While the public is on Kentucky (67% tickets), the money is even more lopsided (81%), indicating big bets are confident in Kentucky covering.",80-72,1.0,0.0,0.0,0.0,0.0,0.0,-245.0,200.0,,154.5,-110.0,-110.0,-5.5,-110.0,5.5,-110.0,2025-11-17 14:55:34.670526,2025-11-18 15:30:00-08:00,2025-11-18,gemini,Kentucky,Michigan St,SHARP_MONEY_SPREAD
3.0,264849.0,2025-11-18T00:00:00.000Z,NC State vs VCU,NC State -11.5,-115.0,3.0,92.0,"Classic sharp money. The ticket % is nearly 50/50 (52% on NC State), but the money % is heavily skewed (72% on NC State), indicating large bets are on the home team.",88-74,1.0,0.0,0.0,0.0,0.0,0.0,-900.0,600.0,,164.5,-110.0,-110.0,-11.5,-115.0,11.5,-105.0,2025-11-17 14:55:34.670526,2025-11-17 16:00:00-08:00,2025-11-17,gemini,NC State,VCU,SHARP_MONEY_SPREAD
4.0,267346.0,2025-11-18T00:00:00.000Z,Siena vs Colgate,Siena -6.5,-113.0,3.0,90.0,"Sharp vs. Public split. The public (62% of tickets) is on the away underdog, but the money (59%) is on the home favorite, Siena. Following the sharp money.",76-68,1.0,0.0,0.0,0.0,0.0,0.0,-290.0,235.0,,146.0,-109.0,-112.0,-6.5,-113.0,6.5,-107.0,2025-11-17 14:55:34.670526,2025-11-17 16:00:00-08:00,2025-11-17,gemini,Siena,Colgate,SHARP_MONEY_SPREAD
5.0,267629.0,2025-11-18T00:00:00.000Z,UCF vs Oakland,UCF -13.5,-110.0,2.0,88.0,"Sharp money on the home favorite. The public (56% of tickets) is on Oakland, but the money (62%) is on UCF, showing a clear split between small and large wagers.",84-68,1.0,0.0,0.0,0.0,0.0,0.0,-1100.0,700.0,,162.5,-115.0,-111.0,-13.5,-110.0,13.5,-110.0,2025-11-17 14:55:34.670526,2025-11-17 16:00:00-08:00,2025-11-17,gemini,UCF,Oakland,SHARP_MONEY_SPREAD
6.0,264847.0,2025-11-18T01:00:00.000Z,K State vs Tulsa,Tulsa +12.5,-115.0,2.0,85.0,Strong consensus on the away underdog. Both the public (74% of tickets) and the sharp money (77%) are backing Tulsa to cover the spread.,80-70,0.0,0.0,1.0,0.0,0.0,0.0,-900.0,582.0,,161.0,-110.0,-110.0,-12.5,-105.0,12.5,-115.0,2025-11-17 14:55:34.670526,2025-11-17 17:00:00-08:00,2025-11-17,gemini,K State,Tulsa,CONSENSUS_DOG
7.0,264863.0,2025-11-18T00:00:00.000Z,Dolphins vs Niagara,Niagara +2.5,-112.0,2.0,82.0,"Mild sharp indicator. The moneyline split shows sharper money is on the away team (47% of tickets = 60% of money), and the public/sharps are aligned on the spread.",68-70,0.0,0.0,1.0,0.0,0.0,0.0,-135.0,114.0,,138.5,-105.0,-115.0,-2.5,-107.0,2.5,-112.0,2025-11-17 14:55:34.670526,2025-11-17 16:00:00-08:00,2025-11-17,gemini,Dolphins,Niagara,SHARP_MONEY_SPREAD
8.0,264859.0,2025-11-18T00:00:00.000Z,Tenn Tech vs Wolves,Tenn Tech -4.5,-110.0,2.0,80.0,"Both the public (68% of tickets) and the heavier money (73%) are backing the home favorite, indicating a strong consensus.",81-74,1.0,0.0,0.0,0.0,0.0,0.0,-192.0,160.0,,152.5,-110.0,-110.0,-4.5,-110.0,4.5,-110.0,2025-11-17 14:55:34.670526,2025-11-17 16:00:00-08:00,2025-11-17,gemini,Tenn Tech,Wolves,CONSENSUS_FAV
9.0,264848.0,2025-11-18T00:00:00.000Z,Pittsburgh vs Bucknell,Pittsburgh -15.5,-111.0,1.0,78.0,"The public is piling on the away underdog (79% of tickets on Bucknell). This is a contrarian ""fade the public"" spot, taking the unpopular home favorite.",82-65,1.0,0.0,0.0,0.0,0.0,0.0,-1800.0,1000.0,,141.5,-115.0,-105.0,-15.5,-111.0,15.5,-109.0,2025-11-17 14:55:34.670526,2025-11-17 16:00:00-08:00,2025-11-17,gemini,Pittsburgh,Bucknell,CONTRARIAN_HOME_FAV
10.0,264851.0,2025-11-18T02:00:00.000Z,Clemson vs North Alabama,Under 144.5,-108.0,1.0,76.0,Fading the lopsided public on a total (81% of tickets are on the Over). This contrarian play aligns with my new strategy to correct for past failures on 'Over' picks.,75-60,0.0,0.0,0.0,0.0,0.0,1.0,-9000.0,2500.0,,144.5,-112.0,-108.0,-25.5,-112.0,25.5,-108.0,2025-11-17 14:55:34.670526,2025-11-17 18:00:00-08:00,2025-11-17,gemini,Clemson,North Alabama,FADE_PUBLIC_TOTAL
1.0,264866.0,2025-11-18T23:30:00.000Z,Kentucky vs Michigan St,Kentucky -4.5,-105.0,3.0,91.0,Short home favorite drifting from -5.5 to -4.5 offers improved price; leverages non-conference HCA without big-chalk volatility [web:13][web:6][web:141].,79-72,1.0,0.0,0.0,0.0,0.0,0.0,-205.0,164.0,,153.5,-110.0,-110.0,-4.5,-105.0,4.5,-115.0,2025-11-18 07:15:57.987612,2025-11-18 15:30:00-08:00,2025-11-18,perplexity,,,
2.0,266421.0,2025-11-19T00:00:00.000Z,Drexel vs N.J.I.T.,Drexel -9.5,-111.0,2.0,86.0,Sub-10 home fav aligns with HCA and reduces endgame variance relative to double-digit extremes [web:13][web:6][web:25].,72-60,1.0,0.0,0.0,0.0,0.0,0.0,-650.0,470.0,,134.5,-105.0,-115.0,-9.5,-111.0,9.5,-111.0,2025-11-18 07:15:57.987612,2025-11-18 16:00:00-08:00,2025-11-18,perplexity,,,
3.0,266426.0,2025-11-19T00:00:00.000Z,Kent State vs E. Kentucky,Kent State -10.5,-107.0,2.0,85.0,Tight double-digit at home with HCA support; avoids 12–15 range where backdoor risk rises [web:13][web:6][web:25].,78-65,1.0,0.0,0.0,0.0,0.0,0.0,-455.0,370.0,,158.5,-113.0,-108.0,-10.5,-107.0,10.5,-113.0,2025-11-18 07:15:57.987612,2025-11-18 16:00:00-08:00,2025-11-18,perplexity,,,
4.0,264868.0,2025-11-19T00:00:00.000Z,Xavier vs Old Dominion,Xavier -10.5,-110.0,2.0,84.0,Manageable -10.5 number for a strong host; non-conference HCA worth ~3+ points aids margin [web:13][web:6][web:25].,81-66,1.0,0.0,0.0,0.0,0.0,0.0,-587.0,432.0,,150.5,-112.0,-114.0,-10.5,-110.0,10.5,-110.0,2025-11-18 07:15:57.987612,2025-11-18 16:00:00-08:00,2025-11-18,perplexity,,,
5.0,264893.0,2025-11-19T00:00:00.000Z,Brown vs Holy Cross,Brown -2.5,-115.0,2.0,82.0,Very short home fav near one possession maximizes HCA and avoids paying chalk premiums [web:13][web:6][web:25].,71-66,1.0,0.0,0.0,0.0,0.0,0.0,-148.0,124.0,,139.5,-111.0,-109.0,-2.5,-115.0,2.5,-105.0,2025-11-18 07:15:57.987612,2025-11-18 16:00:00-08:00,2025-11-18,perplexity,,,
6.0,266425.0,2025-11-19T01:00:00.000Z,Texas A&M vs Montana,Texas A&M -17.5,-111.0,1.0,79.0,Mid-range home chalk under 20 balances class gap with lower backdoor risk than 20s-high [web:25][web:6][web:13].,86-66,1.0,0.0,0.0,0.0,0.0,0.0,-2631.0,1248.0,,164.5,-108.0,-112.0,-17.5,-111.0,17.5,-111.0,2025-11-18 07:15:57.987612,2025-11-18 17:00:00-08:00,2025-11-18,perplexity,,,
7.0,264896.0,2025-11-19T01:00:00.000Z,Yale vs Rhode Island,Yale -8.5,-110.0,1.0,78.0,Under double digits at home; solid HCA number without entering volatile teens [web:13][web:6][web:25].,76-67,1.0,0.0,0.0,0.0,0.0,0.0,-405.0,320.0,,153.5,-110.0,-111.0,-8.5,-110.0,8.5,-110.0,2025-11-18 07:15:57.987612,2025-11-18 17:00:00-08:00,2025-11-18,perplexity,,,
8.0,264880.0,2025-11-19T00:00:00.000Z,UNC Wilmington vs E. Carolina,UNC Wilmington -6.5,-115.0,1.0,77.0,Sub-7 home fav leverages HCA while keeping foul-mode endgame manageable [web:13][web:6][web:25].,73-66,1.0,0.0,0.0,0.0,0.0,0.0,-262.0,210.0,,145.0,-110.0,-110.0,-6.5,-115.0,6.5,-115.0,2025-11-18 07:15:57.987612,2025-11-18 16:00:00-08:00,2025-11-18,perplexity,,,
9.0,276083.0,2025-11-19T00:00:00.000Z,Delaware vs St. Peter's,Delaware -4.5,-115.0,1.0,76.0,Short home number in non-conference spot; prefer HCA over coin-flip [web:13][web:6][web:25].,70-63,1.0,0.0,0.0,0.0,0.0,0.0,-220.0,184.0,,140.5,-105.0,-115.0,-4.5,-115.0,4.5,-105.0,2025-11-18 07:15:57.987612,2025-11-18 16:00:00-08:00,2025-11-18,perplexity,,,
10.0,264871.0,2025-11-19T00:00:00.000Z,Providence vs New Hampshire,Providence -27.5,-111.0,1.0,75.0,Large spread but shy of 30; measured exposure to superior home side given HCA and class gap [web:25][web:6][web:13].,92-61,1.0,0.0,0.0,0.0,0.0,0.0,-20000.0,3000.0,,159.0,-109.0,-115.0,-27.5,-111.0,27.5,-109.0,2025-11-18 07:15:57.987612,2025-11-18 16:00:00-08:00,2025-11-18,perplexity,,,
11.0,264865.0,2025-11-19T02:00:00.000Z,Boise State vs Wichita State,Boise State -9.5,-115.0,1.0,74.0,Borderline single/double-digit home fav; HCA and depth support a two-possession margin late [web:13][web:6][web:25].,77-67,1.0,0.0,0.0,0.0,0.0,0.0,-516.0,390.0,,150.5,-110.0,-110.0,-9.5,-115.0,9.5,-105.0,2025-11-18 07:15:57.987612,2025-11-18 18:00:00-08:00,2025-11-18,perplexity,,,
12.0,266422.0,2025-11-19T00:00:00.000Z,Florida St vs TN-Martin,Florida St -21.5,-105.0,1.0,74.0,Class gap at home with a number that ticked down from -22.5 to -21.5 improves cover math modestly [web:6][web:13][web:25].,88-64,1.0,0.0,0.0,0.0,0.0,0.0,-8890.0,1694.0,,162.5,-112.0,-110.0,-21.5,-105.0,21.5,-115.0,2025-11-18 07:15:57.987612,2025-11-18 16:00:00-08:00,2025-11-18,perplexity,,,
1.0,264870.0,2025-11-18T23:30:00.000Z,Buffalo vs Vermont,Buffalo +2.5,-105.0,1.0,85.0,HOME DOG - Our best pattern (7-2). Only 32% ML tickets vs 68% on Vermont shows sharp fade of road favorite. Getting 2.5 at home in pick'em game. Vermont 90% ML money but road teams have FAILED.,70-71,1.0,0.0,0.0,0.0,0.0,0.0,130.0,-155.0,,140.5,-113.0,-107.0,2.5,-105.0,-2.5,-115.0,2025-11-18 07:15:59.006433,2025-11-18 15:30:00-08:00,2025-11-18,claude,,,
2.0,266427.0,2025-11-19T00:00:00.000Z,JMU vs Towson,JMU +2.5,-110.0,1.0,82.0,HOME DOG in pick'em. Only 24% ML tickets but 76% on road Towson. Sharp money heavily on road team but home court worth more than 2.5. Home dogs are 7-2 road favorites have failed consistently.,69-70,1.0,0.0,0.0,0.0,0.0,0.0,120.0,-143.0,,137.5,-108.0,-110.0,2.5,-110.0,-2.5,-110.0,2025-11-18 07:15:59.006433,2025-11-18 16:00:00-08:00,2025-11-18,claude,,,
3.0,264891.0,2025-11-19T00:00:00.000Z,Charleston So vs IUIN,Charleston So +1.5,-110.0,1.0,80.0,HOME DOG in true pick'em. 29% ML tickets for Charleston So 71% on IUIN. Getting points at home. No spread data (0.0% on both sides) suggests sharp staying away - we take home dog by default.,95-96,1.0,0.0,0.0,0.0,0.0,0.0,110.0,-134.0,,189.5,-113.0,-109.0,1.5,-110.0,-1.5,-110.0,2025-11-18 07:15:59.006433,2025-11-18 16:00:00-08:00,2025-11-18,claude,,,
4.0,264876.0,2025-11-19T00:00:00.000Z,Detroit vs E. Michigan,Detroit -1.5,-105.0,1.0,78.0,ONLY HOME FAVORITE we're taking - it's a pick'em at -1.5. Only 38% ML tickets shows NO consensus trap. 62% on E. Michigan but only 23/77 money split shows mixed signals. Smallest possible favorite bet.,78-76,1.0,0.0,0.0,0.0,0.0,0.0,-115.0,-105.0,,154.5,-108.0,-112.0,-1.5,-105.0,1.5,-115.0,2025-11-18 07:15:59.006433,2025-11-18 16:00:00-08:00,2025-11-18,claude,,,
5.0,267561.0,2025-11-19T02:00:00.000Z,Fresno State vs SFA,Fresno State +2.5,-110.0,1.0,76.0,HOME DOG getting points. Only 33% ML tickets for Fresno 67% on SFA. Sharp money 37/63 money split. Road favorite at -150 we get 2.5 at home. Home dogs working road favorites failing.,74-75,1.0,0.0,0.0,0.0,0.0,0.0,122.0,-150.0,,147.5,-109.0,-113.0,2.5,-110.0,-2.5,-110.0,2025-11-18 07:15:59.006433,2025-11-18 18:00:00-08:00,2025-11-18,claude,,,
6.0,264866.0,2025-11-18T23:30:00.000Z,Kentucky vs Michigan St,Michigan St +4.5,-115.0,1.0,72.0,AWAY DOG with value. Kentucky 80% ML tickets but line moved FROM -5.5 to -4.5 (toward Michigan St). Sharp money respecting Michigan St despite public hammering Kentucky. Quality team getting points.,76-78,0.0,0.0,1.0,0.0,0.0,0.0,-205.0,164.0,,153.5,-110.0,-110.0,-4.5,-105.0,4.5,-115.0,2025-11-18 07:15:59.006433,2025-11-18 15:30:00-08:00,2025-11-18,claude,,,
